"Cell1","Cell2","Cell3","Cell4","Cell5","Cell6","Cell7","Cell8","Cell9","Cell10","Cell11","Cell12","Cell13","Cell14","Cell15","Cell16","Cell17","Cell18","Cell19","Cell20","Cell21","Cell22","Cell23","Cell24","Cell25","Cell26","Cell27","Cell28","Cell29","Cell30","Cell31","Cell32","Cell33","Cell34","Cell35","Cell36","Cell37","Cell38","Cell39","Cell40","Cell41","Cell42","Cell43","Cell44","Cell45","Cell46","Cell47","Cell48","Cell49","Cell50","Cell51","Cell52","Cell53","Cell54","Cell55","Cell56","Cell57","Cell58","Cell59","Cell60","Cell61","Cell62","Cell63","Cell64","Cell65","Cell66","Cell67","Cell68","Cell69","Cell70","Cell71","Cell72","Cell73","Cell74","Cell75","Cell76","Cell77","Cell78","Cell79","Cell80","Cell81","Cell82","Cell83","Cell84","Cell85","Cell86","Cell87","Cell88","Cell89","Cell90","Cell91","Cell92","Cell93","Cell94","Cell95","Cell96","Cell97","Cell98","Cell99","Cell100","Cell101","Cell102","Cell103","Cell104","Cell105","Cell106","Cell107","Cell108","Cell109","Cell110","Cell111","Cell112","Cell113","Cell114","Cell115","Cell116","Cell117","Cell118","Cell119","Cell120","Cell121","Cell122","Cell123","Cell124","Cell125","Cell126","Cell127","Cell128","Cell129","Cell130","Cell131","Cell132","Cell133","Cell134","Cell135","Cell136","Cell137","Cell138","Cell139","Cell140","Cell141","Cell142","Cell143","Cell144","Cell145","Cell146","Cell147","Cell148","Cell149","Cell150","Cell151","Cell152","Cell153","Cell154","Cell155","Cell156","Cell157","Cell158","Cell159","Cell160","Cell161","Cell162","Cell163","Cell164","Cell165","Cell166","Cell167","Cell168","Cell169","Cell170","Cell171","Cell172","Cell173","Cell174","Cell175","Cell176","Cell177","Cell178","Cell179","Cell180","Cell181","Cell182","Cell183","Cell184","Cell185","Cell186","Cell187","Cell188","Cell189","Cell190","Cell191","Cell192","Cell193","Cell194","Cell195","Cell196","Cell197","Cell198","Cell199","Cell200"
"Gene1",0,0,874.501820684118,510.767304301979,0,0,0,0,0,727.584549222394,721.14394033049,0,648.119961112802,474.398822182235,1367.98905608755,799.851456158142,0,0,926.050646551724,0,0,898.674455178612,0,0,946.996072751581,0,940.75079149706,649.290418328541,0,814.461211284813,1137.04598009531,0,0,0,0,0,1037.8425267593,0,976.292129919711,862.399386738214,0,0,582.787632186831,0,0,942.489651094027,401.492212723957,0,0,0,990.643918547056,774.434881716031,1339.57243783833,0,0,707.053189076695,866.51983969383,0,0,666.482435749468,0,938.076416337286,296.750581136555,0,0,0,858.325759870746,0,861.041197509604,0,0,609.795237178253,0,1178.80045265937,650.010833513892,0,0,893.426930440332,0,728.726783512089,892.49757828401,0,0,890.286143530819,566.313084010368,602.036299247455,0,0,598.956105074014,0,0,859.198797121684,0,600.141033142789,0,0,0,0,649.555518438097,0,0,1368.71855946816,0,1279.01290298311,1443.97532685637,1216.84482917963,1932.7520323404,0,1406.39368204684,0,1194.26751592357,0,744.136206691273,1608.24591542089,1138.19056155477,0,0,1313.56499106046,0,1482.87132308437,1473.12730671144,1263.57489242538,1517.75108882143,1352.47231939986,0,1127.24397260965,2226.68635186485,1344.84325306679,690.389774341171,1161.8767727164,745.657906701828,1562.56369145481,0,0,1508.46626692311,0,1420.74029370348,0,0,1312.63176038504,1145.24175582818,0,0,1438.45974156903,0,0,1273.19842422971,0,1213.18607764391,1224.38858063916,0,1190.560807449,922.389798692472,0,1343.23255018805,0,1715.10242972844,1686.4083517366,0,0,0,910.234343969284,0,1318.57519592913,1057.44923417544,1094.37642214758,1473.77546597313,0,0,1874.32179145704,0,1524.13562719225,578.402452426398,1460.80999395527,1155.86892446397,983.800091821342,1271.51156417845,1054.78167693544,0,0,1414.86420556188,1386.32162661738,1359.67532601306,1290.51744257884,1348.47021520856,749.034140187653,0,0,0,859.957749901853,0,862.366333218351,0,0,0,1010.90612181419,0,0,1244.68583806152,1762.22349322162
"Gene2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene3",12556.878931795,10397.5373558283,9261.11764199903,8567.70962054932,0,13283.3000231132,13312.3803330805,0,0,10303.1169202385,9848.76581365641,10928.6927412804,10949.299343042,11221.9859316211,10450.5393465049,11355.0340651022,9042.23412054831,11496.6839393894,13857.0851293103,12771.6624329664,8728.9029535865,0,10101.4379195697,10034.0605725858,11363.952873019,10241.3476929771,11108.0958842153,9408.08565333192,12053.6484388477,10791.6110495238,12098.6802601152,0,12004.5203522463,11834.2218627758,0,9553.10630535932,12082.3458339142,10630.236180693,10812.0710507526,11354.9252587198,8969.93012483316,12123.2474183528,11729.9256151059,11147.1478019133,11216.9995872144,11309.8758131283,12094.9529083092,10366.4793974919,11254.6248089151,11971.4159422425,11873.9680792515,7525.16913365577,11120.2862647949,13228.2698853073,11393.8180838369,10125.5352926266,11445.2828826227,10563.5628369971,10561.6460845297,10988.8323552839,8732.25815627044,14429.512516469,8671.71142654599,0,10864.4222020018,10471.4050093974,11276.0442963412,10332.7735700332,11541.2637435422,10217.8451987214,9072.53536941388,10847.9363245394,10345.7139185195,13674.0852508487,9816.83028050468,7890.01984508034,10405.3104634542,11040.2042118698,7806.83655830034,13229.1939160656,9523.60220729889,13083.5052334021,0,11518.07698193,13678.6391060966,12784.4178840195,9818.96287204664,10724.4909031721,10667.1230141753,0,8973.80228687219,11568.498089817,11315.727035462,12017.8241886843,12432.534961116,11627.756914063,10288.1536819637,9137.86253476361,10095.9486294379,0,11100.9403345261,13918.2679488775,11405.1414097594,11924.9144189896,13953.1963649491,12984.8125442839,9206.3913601558,11639.6691008356,8384.27002758695,11800.5717953206,11478.2377919321,8867.22309817593,12680.0809620193,12189.7730180197,11196.949649295,10178.8844696613,9216.90448556018,9705.78576728007,14254.9923195084,11666.2631642658,11705.8180608576,9306.05832934909,11284.1493994985,8944.35027229776,9455.3022077452,9775.05594158521,0,10159.0186278964,8777.81284519489,10764.4465707549,13221.7877602983,11100.9959645094,12048.1927710843,12358.3358186698,9937.02153335596,12608.7688766631,12158.0164956749,11944.5034058237,11143.5155181105,0,9460.0106680054,12045.1094467098,10642.6041490977,10216.7525234518,12856.2819454054,9629.4467341551,10994.4428633484,11687.2078198045,9517.23560910308,10399.5536406187,12669.2271597643,11496.9080958135,7783.67531879086,9100.35927270075,9964.34328139501,12741.8807287541,14616.4840400191,12146.1553904838,11824.9788327139,0,13289.0365448505,11667.5493181517,10191.4130182681,12981.4656613305,11103.2169588421,10033.5897713728,15214.5643693108,9429.80037498621,11002.0193579834,11127.5525303344,9005.60148412312,10522.7993986972,12185.0116644495,11258.311505138,0,11576.0477470978,10676.3126164639,10581.3019019555,13034.5264491606,11573.6771715648,12522.3613595707,10286.9083018565,9970.95239076245,10241.7660868491,8983.72724456512,12260.5061893874,11082.6181892043,10308.7682259022,9569.65820975941,10188.6298629676,13963.7870076069,13567.8969759687,11450.790686282,12548.5804624201,11078.8843546592,11275.4913586967,12117.1643927106,11293.763332915,11428.4790585649,11918.1957304726
"Gene4",0,0,0,757.912774125517,0,0,1047.65001264405,0,1252.27686703097,454.740343263996,597.519264845263,1132.2519506732,0,0,583.077302594694,899.83288817791,955.322032392082,0,0,776.178379904036,698.839662447257,800.381936643451,0,1012.61161741692,0,808.118482602142,0,887.805265877801,0,0,0,0,0,1287.40488883754,923.547577130653,1174.81566214775,836.470096194061,757.799014861281,874.291459629592,0,0,940.307278985811,381.460995613199,1008.42168379167,0,0,0,695.73687231489,731.107517114562,0,0,0,623.910450500046,1043.96075851615,0,0,595.732389789508,0,547.235548421226,650.226766584846,0,864.29512516469,0,0,636.942675159236,0,706.85650812885,582.610781726584,513.313021592264,849.947340219139,0,0,0,565.824217276499,966.682778046301,720.184367198003,0,0,1031.61768806112,0,0,916.800366720147,541.42623067607,904.196864523488,566.313084010368,1168.65869853918,920.527769254373,940.427532824538,0,590.381006599616,0,736.456111818586,0,735.172765599916,0,567.837185592422,0,0,445.409498357552,0,0,995.431679613204,503.785387424957,714.742504608208,0,1078.21693724777,708.183950781215,0,1027.74922918808,802.26384269794,995.222929936306,0,0,0,0,1376.03438200976,0,0,706.605222734255,0,0,648.862782596817,780.871937002332,793.450427381253,0,471.087033329408,798.702713168914,0,532.586397348903,785.975463896388,854.778575975266,0,413.510516324267,0,0,0,716.656608328304,0,0,0,0,0,809.580030359251,1118.80202122035,0,1158.57248675239,0,0,0,0,0,1279.40862890042,566.379700951518,547.115787937921,0,0,686.040971891377,0,0,596.822324380998,0,860.585197934595,0,0,1090.49452274342,1170.22429298949,0,0,0,0,1224.76180184074,939.535660597962,848.323596892051,0,716.638733167659,0,986.517592897073,920.84114653094,1251.18783655369,668.701347690408,845.665961945032,0,0,0,1166.24451045064,0,0,0,866.774427811746,0,0,0,0,1235.09650220671,0,952.584614786446,0,808.689226307497,581.931041171621,1143.89946051228
"Gene5",0,0,0,0,0,0,0,0,246.660595021251,0,0,0,0,0,179.408400798367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6547851749646,151.538111835127,0,0,0,0,201.372430565237,0,0,239.555385205059,0,167.912014104609,0,0,0,0,301.119159542968,0,0,0,247.660979636764,0,0,0,0,0,180.524966602881,0,0,0,0,94.8616600790514,0,0,109.19017288444,0,0,222.762945954282,132.467876539939,0,0,0,0,0,100.001666694445,288.073746879201,0,0,250.934032231082,224.223625696028,0,0,99.736410914013,0,0,159.362549800797,0,0,0,316.275539249794,0,0,0,0,0,0,0,0,0,246.695012407308,0,0,433.815194727046,0,0,0,368.84580769855,193.994485013926,0,0,0,0,416.716275747113,0,227.638112310954,490.094437428135,0,0,291.858678955453,0,0,0,0,0,0,218.718979760082,0,218.082689686506,0,0,0,0,0,0,0,0,326.895996781332,0,270.036724994599,0,0,0,0,0,0,0,464.342954719073,0,0,0,0,0,0,291.795086900224,0,0,114.340161981896,200.762899016262,330.066156738372,0,245.267453008986,0,0,0,0,0,346.770697876029,404.396897172898,0,0,0,0,0,0,0,0,0,284.623627109563,0,0,0,0,0,439.325086835349,0,157.691397934243,0,0,269.402862698245,0,285.704081997072,0,0,0,0,0,0,0,0,0
"Gene6",0,0,0,0,0,0,0,0,0,0,144.228788066098,0,294.599982324001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.2551078499589,0,0,0,0,0,0,156.52792600498,0,0,0,0,35.5511314147573,0,150.472106233307,0,215.643387449555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.837425048082,0,0,0,0,0,0,0,0,0,0,0,0,123.955234452472,271.921017402945,0,0,106.617385741702,0,0,0,0,0,0,0,0,0,0,0,0,181.749087123903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.746907563256,0,0,0,0,46.8526717736079,0,0,0,0,0,219.216889818219,291.607535138708,0,0,0,0
"Gene7",0,0,0,0,0,0,0,0,0,0,0,295.37007408866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.412760466572,0,0,0,0,0,0,0,0,0,0,268.659222567375,0,0,0,0,0,0,0,0,0,0,513.808606294155,28.6016646168807,0,0,0,0,0,0,0,0,0,0,0,0,0,325.576613317797,0,0,0,80.2362154181912,0,0,0,0,0,0,0,186.853021413356,261.218803400198,0,213.720880530028,0,0,0,136.374484333981,0,0,0,0,0,146.009381102736,0,0,167.770077561397,0,0,0,0,0,0,0,0,141.258455888123,0,0,96.997242506963,270.460323470547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.05012432572,131.571527921358,0,0,0,0,0,0,0,298.076621379938,0,0,0,0,0,0,0,0,0,52.1367372829808,0,0,0,0,0,0,0,0,0,133.78224709581,0,0,0,198.271731407894,140.86033156355,0,0,185.6880904301,0,0,0,0,0,184.939027914235,0,0,0,0,0,0,0,0,109.831271708837,0,0,0,0,0,0,0,0,0,148.211580264805,0,0,0,0,0,0
"Gene8",671.35788348211,713.426959612107,0,543.720033611784,0,0,0,821.467688937568,531.268973891925,597.658736861252,0,0,0,474.398822182235,0,528.473283533058,0,634.508180623329,959.725215517241,370.448772226926,0,0,0,0,0,839.199962702224,0,0,0,0,587.686686341395,0,319.836243843152,0,735.951975525989,0,480.195795963257,0,0,511.05148843746,824.369945827118,0,752.325852459364,436.074241639639,0,739.207569485512,0,469.622388812551,0,884.04302342714,0,0,513.808606294155,0,519.650486931753,1053.90947051055,0,0,0,0,0,0,0,0,655.141037306642,0,0,0,463.637567889787,351.065205742688,0,0,342.715160861929,0,0,0,0,0,0,0,805.424643817277,0,512.930113272067,0,0,0,664.825611128158,0,755.825561164827,0,0,0,711.795732875837,0,0,0,0,364.190173486955,0,0,649.080469335109,657.69593117301,713.695965518689,0,800.464583366032,0,1077.02975847977,0,0,1298.20876363849,716.56050955414,1330.80672925316,506.012620550065,0,0,508.944223483063,0,0,1167.43471582181,0,1092.96542110849,853.766819206338,0,0,0,723.455086898733,0,0,0,0,1145.7670273711,665.788007663356,977.388493130087,596.480763495377,0,763.487340706226,0,0,0,676.204240198353,0,0,877.045032889189,0,0,0,958.643519420021,0,0,1053.90409472738,0,1066.17385741702,0,1039.51999708205,879.206760123089,0,800.381133873273,0,0,0,0,976.433205348868,0,928.574081640233,0,0,635.746279439387,0,742.7523617204,0,774.481727634589,0,0,0,0,869.023414442185,0,0,0,0,764.351927142625,0,0,0,564.899684749531,808.168414412994,0,725.737283103516,714.50324454752,916.041950982408,0,718.638611015293,1239.99203955728,0,0,855.382103073543,681.505308926357,0,840.567059470119,1066.60895642361
"Gene9",0,0,0,0,153.429141308239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.747208462766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.809418021475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.853991436529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1387750519284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7571404710205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.278061497804,0,0,32.9359067255122,67.451350713298,0,0,0,0,0
"Gene10",0,0,0,0,0,0,0,124.464801354177,170.765027322404,0,0,0,0,0,0,0,0,0,134.698275862069,0,0,0,0,0,69.6320641729103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.782480717342,0,0,0,0,0,0,0,0,0,71.5041615422018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.015562601351,0,0,0,0,0,0,0,0,0,0,57.8893541477722,0,0,0,34.1221230784979,0,0,0,0,0,53.1236719082023,0,0,156.410211848943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.037382164915,0,0,0,39.4594061359377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4940291614436,0,0,0,57.4910888812234,0,0,0,174.964521083225,0,111.543341559655,145.482760292905,0
"Gene11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene12",0,700.21534924892,0,724.960044815712,0,0,686.391387594379,0,0,870.50294281965,659.331602587877,750.732271642011,707.039957577603,0,717.63360319347,0,0,740.25954406055,0,0,0,435.29543922714,592.95652358061,920.556015833563,0,0,958.842152872004,649.290418328541,560.634811109194,950.204746498948,0,0,0,0,937.97800802332,1669.47488831522,0,0,0,0,0,839.560070523046,0,0,520.468780846749,905.529272619752,0,0,841.881383344042,0,619.15244909191,789.046860616333,513.808606294155,872.350770814861,404.172600946919,680.371936658707,631.837383110084,0,802.612137684464,617.715428255604,625.764428136644,537.549407114625,807.821026427288,0,0,939.741475202332,0,599.746392953837,629.222413564711,0,561.419267909275,0,1113.82427280127,0,0,976.249919979515,0,489.257604764944,0,0,0,744.900297960119,427.441761060056,0,500.969266624556,743.691899070385,784.153284920391,0,670.260403297111,0,593.428860906065,0,0,615.144558971358,448.329970858552,0,0,695.272149384188,0,0,0,0,937.600582152003,1072.11375691231,643.510743490339,954.992144419457,0,0,811.380970411641,1035.64968784643,915.605095541401,1027.03562801059,0,639.643261815125,1223.55485367138,923.639516691486,1024.10049839558,0,952.380952380952,0,0,1007.44484666348,989.837666622674,0,0,706.630549994111,0,0,0,0,1382.19514413022,0,1014.98035825047,745.600954369222,1357.6196402308,1403.46937629821,0,0,0,994.418000291696,1176.61824228923,0,1045.70753921403,946.6786333403,1026.7169609178,0,1048.51634936565,0,962.182061579652,0,0,0,1019.48346171273,930.096839494465,0,1357.92689826864,0,0,674.48301594363,0,0,1539.12352707533,1105.0929778845,0,1685.3097169671,1170.22429298949,0,1047.75559722069,0,0,0,0,0,0,1040.28203201757,0,0,1071.524243236,0,1285.96413017386,0,1185.40544884674,1009.45592385818,686.445448180233,947.573664741148,1103.8397855397,0,725.737283103516,0,0,0,1192.94009428539,0,444.634740794414,944.318909986173,972.025117129027,872.326795425736,0,905.226064044744,803.821242522144
"Gene13",0,0,0,0,0,0,0,74.6788808125062,0,0,0,0,0,0,0,0,0,45.3220129016663,0,0,0,0,0,0,69.6320641729103,0,0,0,86.2515094014145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4926286616113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.261752125124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.603241862692,0,177.755657073786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8131940305769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.331253162422,0,0,0,0,0,230.087014725569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.428889796828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5427184911899,0,0,0,109.040849428217,0,339.459774016779,0
"Gene14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene15",0,198.174155447808,0,0,238.66755314615,339.900205299724,0,0,0,0,309.061688713067,0,0,0,0,0,0,287.039415043887,0,0,0,0,0,0,320.307495195388,0,0,0,0,0,498.25610363727,0,234.546578818312,0,447.34335767266,0,0,526.249315875889,262.287437888878,383.288616328095,0,0,0,0,0,0,0,0,576.024104393292,313.098570797112,0,0,0,0,153.970514646445,0,0,0,0,0,0,0,642.959592462535,0,0,0,0,582.610781726584,0,0,0,0,235.616673092576,330.064126744625,533.342222370373,0,0,0,0,0,478.90113956703,0,0,0,0,0,0,0,242.434613958529,0,0,0,365.02345275684,0,0,0,227.676983279972,0,0,0,133.144711658484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.582064066662,219.96392591615,0,0,807.577771421842,0,454.338936846888,0,0,254.614894971356,0,0,0,0,280.693875259642,0,0,0,371.249386775567,0,0,0,0,0,0,0,0,0,0,0,248.77390006397,0,0,0,0,0,0,215.260537003286,0,356.752658922161,430.292598967298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.134621476085,0,292.730525288665,0,0,151.017998599651,0,0,355.456253491088,0,339.681870358657,0,0,0,199.011068077094,395.230880706146,0,0,245.341911213488,474.059201628533,0,0
"Gene16",0,1136.1984912341,960.518393210425,0,971.717894952181,1210.04473086702,0,1418.89873543762,0,1000.42875518079,0,1489.15745686366,1011.4599393124,0,1211.00670538898,0,0,1012.19162147055,0,899.661303979678,0,1151.4266456976,741.195654475763,1081.65331860444,1114.11302676657,0,0,1417.83826043171,2048.47334828359,0,855.978434453771,0,1172.73289409156,0,851.395422667321,0,1672.94019238812,0,1471.72395704315,958.221540820238,902.881369239224,1175.38409873226,1292.72892957806,1144.69488430405,717.887973581723,960.969840331165,0,0,0,0,0,1066.67445972208,0,1158.36741698367,1231.76411717156,1520.83138782534,0,0,0,0,1308.41653155844,1380.76416337286,1615.64205285458,1360.84445915628,873.521383075523,1323.30942426451,0,1353.71328695295,1241.88634256193,1459.69217124591,0,1075.16528660376,685.430321723857,943.040362127499,816.680278004633,0,1090.19550839451,1446.50074452244,822.505994535214,0,0,1375.20055008022,869.131580822113,1182.41128437687,1524.68907233561,1097.83089862771,971.668200879615,1229.7898506167,0,1201.84704914922,0,1350.16953833407,1332.33560256246,1380.32437622841,1396.72029382857,0,1437.21095695482,0,0,0,1314.80402762753,0,1175.4992373249,0,1773.57839059533,1555.7130094575,0,0,919.565099799859,1166.92922574246,1645.43524416136,0,729.253482557447,840.674001242735,953.234595302118,829.390586416844,1621.492455793,1009.49902090758,1551.45929339478,0,0,1144.04753773649,0,1478.70306921052,1244.11871154542,1127.24397260965,726.093375608103,0,0,0,0,1508.21365001291,0,0,1244.48467021156,0,1269.86521826594,0,1026.13955497948,0,909.918107370337,0,0,1352.398047629,1316.87610204674,1861.31317543826,1572.77452404847,1097.88921943618,1506.02409638554,0,0,0,0,911.859646563201,1587.45665022224,1606.88016295123,914.721295855169,1365.18771331058,0,1242.03564803613,0,1506.02409638554,1023.23423878194,0,0,975.186910824575,1228.14622164427,0,1021.28449736555,1223.24159021407,0,0,1041.12441436752,1297.09852911545,0,0,767.291461142168,887.356013929815,1282.86347798543,0,829.40315498455,0,968.253641251725,1510.17998599651,1202.68965140223,1261.53118347394,939.420098512162,841.195487233621,1604.70400824607,0,0,1192.94009428539,1071.59805887666,1366.84012910875,1112.94728676942,0,1376.64072403124,0,0,0
