"Cell1","Cell2","Cell3","Cell4","Cell5","Cell6","Cell7","Cell8","Cell9","Cell10","Cell11","Cell12","Cell13","Cell14","Cell15","Cell16","Cell17","Cell18","Cell19","Cell20","Cell21","Cell22","Cell23","Cell24","Cell25","Cell26","Cell27","Cell28","Cell29","Cell30","Cell31","Cell32","Cell33","Cell34","Cell35","Cell36","Cell37","Cell38","Cell39","Cell40","Cell41","Cell42","Cell43","Cell44","Cell45","Cell46","Cell47","Cell48","Cell49","Cell50","Cell51","Cell52","Cell53","Cell54","Cell55","Cell56","Cell57","Cell58","Cell59","Cell60","Cell61","Cell62","Cell63","Cell64","Cell65","Cell66","Cell67","Cell68","Cell69","Cell70","Cell71","Cell72","Cell73","Cell74","Cell75","Cell76","Cell77","Cell78","Cell79","Cell80","Cell81","Cell82","Cell83","Cell84","Cell85","Cell86","Cell87","Cell88","Cell89","Cell90","Cell91","Cell92","Cell93","Cell94","Cell95","Cell96","Cell97","Cell98","Cell99","Cell100","Cell101","Cell102","Cell103","Cell104","Cell105","Cell106","Cell107","Cell108","Cell109","Cell110","Cell111","Cell112","Cell113","Cell114","Cell115","Cell116","Cell117","Cell118","Cell119","Cell120","Cell121","Cell122","Cell123","Cell124","Cell125","Cell126","Cell127","Cell128","Cell129","Cell130","Cell131","Cell132","Cell133","Cell134","Cell135","Cell136","Cell137","Cell138","Cell139","Cell140","Cell141","Cell142","Cell143","Cell144","Cell145","Cell146","Cell147","Cell148","Cell149","Cell150","Cell151","Cell152","Cell153","Cell154","Cell155","Cell156","Cell157","Cell158","Cell159","Cell160","Cell161","Cell162","Cell163","Cell164","Cell165","Cell166","Cell167","Cell168","Cell169","Cell170","Cell171","Cell172","Cell173","Cell174","Cell175","Cell176","Cell177","Cell178","Cell179","Cell180","Cell181","Cell182","Cell183","Cell184","Cell185","Cell186","Cell187","Cell188","Cell189","Cell190","Cell191","Cell192","Cell193","Cell194","Cell195","Cell196","Cell197","Cell198","Cell199","Cell200"
"Gene1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene2",0,0,0,0,0,955.198844442374,1237.47361269502,793.902826294062,1157.12042317547,0,1560.68917561616,1987.05492161361,1102.03735624064,0,1415.69697178965,1062.94843136948,1512.73885350318,1042.28707564026,0,0,1083.550043342,1221.69734484444,0,0,1310.14604680669,1147.9957906821,595.286969373512,1435.97024798722,1082.89768483943,1119.55217912835,1401.63435855394,1156.18487538896,1458.83416548522,1594.65789604824,0,0,1645.21288750095,0,624.811977877028,1635.10733688486,1390.68784511555,0,1492.4762839385,948.76660341556,971.965466638715,0,0,1084.36347863804,0,0,1036.60787821987,1207.77809090543,0,1569.52361819141,0,1470.45717850459,0,1189.91406176221,0,0,1409.14103663767,1111.41560853811,1020.63279233125,0,1599.64697446081,0,1181.04171302398,1740.82717985997,797.918473547268,0,1197.08979335673,1267.06005864678,1343.54426978369,1354.096140826,1069.2103461118,1706.7868931648,1114.96754005791,1378.02985247828,0,0,786.944996686547,0,1780.71350298308,0,1478.69645456734,1231.52709359606,1427.00329308452,1248.64856633826,995.814467317058,1397.00936513686,935.382265915816,0,1281.25764795647,1127.3717348762,0,0,0,0,0,0,0,2115.92411202511,1305.78249898537,1654.3045818813,0,1331.6242081814,844.180600185175,1097.48602534461,1171.49018876967,1254.40247020794,0,1153.16070866967,0,1148.00225098481,914.714873745276,1658.79265091864,1288.35792925744,0,0,0,0,844.440065866325,0,0,1591.10053348665,1135.10007412898,1532.62406070977,0,0,0,1546.8550764021,0,0,0,956.626162707863,1127.57173090934,751.427712654043,1087.1731685662,0,931.127595518172,964.583027532555,1277.71893545838,0,935.555798107059,888.450148075025,1135.99036461185,1556.98046240646,1901.0149766919,2171.22062353787,946.742005289733,0,0,948.748600595814,1397.50817186982,852.173041255201,1084.74044644257,1105.59472652176,0,0,1257.71397907164,0,0,1093.66058370954,1390.18273020423,1471.92716236722,0,1552.59879763861,1377.61138393219,1181.65954464887,0,854.898022878699,0,0,1500.75037518759,769.598216655167,0,1229.60898434298,0,1163.98358585859,0,1280.38664069826,1320.98215022869,1172.8258464262,0,1661.52385473534,742.086542644387,1229.24256308249,0,0,1225.32930725132,1088.94503005488,1079.6847724085,1358.5895654075,1383.83378829239,1220.64352326547,0,1533.74233128834,1470.50173519205,1310.05119542172,1506.49553920801
"Gene3",0,0,1132.38260377225,0,0,1001.79391002493,922.039162400214,0,0,0,803.523139921193,1125.02374238417,0,569.563744958591,0,0,0,0,0,1012.51313401471,0,936.634631047402,1136.68982145933,0,634.386506874819,778.99714367714,0,0,877.520537714713,0,1137.17504561923,799.337691626938,883.519283322033,822.245477649873,0,0,0,1114.86604187716,509.106056047949,0,0,532.73436712597,1185.80307491004,1111.83586337761,0,0,0,805.527155559686,1399.39485627837,1617.05781339439,0,1570.11151817706,0,0,2114.54699896984,802.067551911594,1656.34735970343,698.838417225423,1414.79099678457,1099.44765843826,0,0,0,1117.00030662754,1075.62468972365,0,0,1033.01832651031,0,0,0,0,998.061457553598,0,1081.22394550631,950.004025440786,0,0,838.708389080816,0,0,0,0,0,0,727.720555306762,1097.69484083425,1933.88253567023,0,0,0,0,0,0,0,1266.79462571977,0,883.788090021908,1081.08108108108,774.503797380559,1117.76984714834,0,0,623.754186610981,0,684.479733177355,0,599.959027188387,772.118533507282,1077.49955774272,0,0,0,776.589758019133,0,0,1187.96640230231,0,0,1315.14378251055,0,0,1350.49660666359,1120.68137427556,0,0,401.755821739454,0,891.464229997771,1066.55657050455,0,996.668280320073,0,1090.40155854729,0,0,868.316467955783,1232.12959104169,0,0,0,0,0,0,256.663376110563,643.271652250082,0,876.119945779747,902.126878793902,1938.56696321231,602.744807121662,1140.29647708404,929.773628583898,0,0,0,730.109725061538,916.718458669981,0,0,0,0,813.886946016405,501.612325331422,0,866.704954837362,1137.36888664223,0,1442.72386265269,0,732.769733896028,0,1266.591480871,1086.75027168757,1353.4313465315,999.773636157851,0,1241.30098907919,0,0,0,792.589290137217,0,0,0,626.935182578879,0,1138.30392714855,652.675971483081,918.996980438493,0,514.616106475081,0,834.091598422809,0,900.379445623513,1714.18260555756,0,0,0
"Gene4",0,0,0,428.647360389555,0,0,0,0,206.628646995619,0,509.928146488449,0,0,0,0,0,0,483.918999404407,0,0,0,447.955693109627,344.451461048281,0,0,0,0,0,0,0,0,342.573296411545,0,0,167.348456675344,0,0,0,0,0,0,403.150331879113,0,533.681214421252,0,0,0,0,0,443.61763022324,0,0,0,364.129479420406,0,0,0,0,0,0,0,0,340.210930777082,0,372.331623365878,0,0,0,0,543.16401801202,499.755933148927,579.227455381385,0,0,0,0,0,609.234250569344,0,0,248.508946322068,0,0,0,0,0,0,0,0,0,610.861887945022,0,619.034593956495,0,385.30921064154,0,472.757357286373,0,0,0,377.078984580163,0,0,0,531.158114388694,0,0,0,0,0,433.607951702745,0,516.271451968953,0,0,0,0,0,346.964846152633,0,0,0,0,480.292017546668,374.376596114506,0,0,0,0,705.303538559461,501.682727481762,0,0,290.773748945945,834.50367385154,0,0,0,252.152299989193,0,0,0,0,0,0,0,0,0,0,0,448.194856577646,440.114429751735,0,0,0,196.037430079983,0,621.504039776259,425.803704492229,335.390394419104,0,383.736866148926,0,272.303833751344,0,563.880332062862,0,0,0,459.926752406098,0,374.05550983766,0,0,0,0,0,211.285274736884,0,0,793.479044939768,0,553.219738880283,0,969.222248595617,0,536.396754799634,379.43464238285,0,0,246.827540145773,0,452.863188469166,0,0,0,0,0,551.600503335459,0
"Gene5",0,0,0,0,115.406809001731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.666015224611,451.597011248871,0,0,0,0,0,0,0,0,0,0,0,0,0,204.512918399346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.1552628465512,0,0,0,0,0,0,394.23540233913,0,0,0,0,0,0,0,0,0,208.322483204,0,0,0,0,0,0,0,0,0,205.940231568349,0,0,94.0881292143641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.789528597173,87.1156024043906,0,0,0,0,0,104.832791697243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.770812131081,0,0,66.7935744581371,0,0,0,0,0,0,0,0,109.493047191503,0,0,0,0,0,0,360.524468226409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5909605372369,0,0,0,0,0,0,0,0,0,0,0,142.287990893569,0,0,72.5963353369922,0,0,0,0,0,0,0,0,0
"Gene6",8814.61214227612,11193.6466641564,0,10338.9743325961,9150.11128513725,11112.9231414393,8820.03251401257,10262.998354456,10558.7238614762,8525.98786686342,10816.6576527853,9745.33553467849,8364.18096018537,9236.16883716634,11152.9298021477,8019.00801900802,9355.09554140128,8933.88921977367,11020.3552443926,14270.7039831885,10218.7104087484,9956.83336048216,9931.68379355876,8747.55767472709,8371.14368854381,6942.64121031556,0,8857.83894544926,8271.09783420463,8529.92136478742,9189.961124481,10391.3899911502,8136.5961905936,12009.7672796133,10859.0554109334,11284.1594128926,9932.2111356539,11322.8582378149,6849.79057228149,0,8562.2741836526,10121.9529753934,13738.959764475,10199.2409867173,9357.54988469821,10715.8886894075,7304.97202575742,7853.88976670694,10457.6399394856,8929.59358900973,9996.87597625742,7749.90941664318,9718.88649684541,10421.6368247909,0,7723.61346285239,12521.19730252,11294.739824346,10160.7717041801,11805.9736656108,10614.5080259772,10352.9125178892,8985.57105405351,8476.0611502913,13293.6179601743,10893.5466078323,10954.5898019616,8627.61602326204,10442.3243712056,12895.7650728015,8123.93947142093,11385.4396698404,10863.5150956795,8775.58460496849,6919.8332512404,8485.62917639482,11383.4589170428,11488.4172964505,7268.8060387004,10049.2984452029,8594.26772697151,9539.18891922488,0,9427.48615623999,8344.89161957381,9143.15569487983,12701.8974439392,10095.7804814911,8573.3401795578,0,9964.68454710318,10777.1985987966,6910.15360695622,7636.34816642559,12242.3244653835,8963.53166986564,11464.3659141945,9796.35530770763,11912.6819126819,10426.9018692129,14436.7382667834,10555.8461319005,12740.2022198302,10739.4199086065,0,12395.305713539,10565.8733184467,9950.53996312447,13525.3867248862,13187.3080201348,11624.0285514159,12195.5481007793,14135.1563056327,12166.5728756331,13323.5442794213,12241.469816273,10992.8722015862,13121.1196688784,12254.1675209362,13171.0668367848,12230.4364119511,14848.0711581496,12479.2724413218,12663.6995293138,14052.4929470123,13505.3743513714,12454.4304739231,10889.1928864569,13621.0490436424,12489.0333901017,10221.7855724409,12344.4485576786,15552.410290567,11252.9440842081,11255.6227229244,11397.1481108837,12290.0177002972,12248.8176991792,12553.5823637477,12942.6735777026,14384.8686279855,12424.1354382072,12725.1693934887,11413.7807369061,12102.6653504442,11674.696156794,10647.7373558119,11736.7011604457,9158.8813626703,15328.2038951671,13445.8456973294,13523.5161141897,12789.1311360316,11819.6030129329,10476.7156248433,11017.3035704951,10659.6019858985,13797.3896830329,13306.3657653822,13449.1548162061,12112.234227954,10580.173595249,12806.0024162269,0,11456.7526555387,9888.79026784316,14316.4051921792,13565.420333544,9439.53612992759,13371.9444681032,13759.787225381,8214.25899603501,13498.7420838032,11040.0027600007,12738.17737912,11657.7378706708,13017.4604475777,13218.5350007263,13277.3042929293,14020.5144679777,12010.3873620428,12103.4989514704,12369.9933613631,10095.3585676754,12619.6692776327,14918.4984262647,13052.3210334577,10940.3655220388,14459.2830605482,13828.7164675507,14403.1129308592,13460.7428634855,10868.71652326,10691.5377616015,14240.8411047638,0,10591.844099603,10293.5121463443,0,0
"Gene7",0,0,0,0,0,0,0,490.776292618147,0,0,525.380514563857,204.549771342577,0,0,0,0,0,186.122692078618,0,0,0,0,0,0,0,0,0,0,504.107542942494,773.02412368386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.611011370437,0,232.363602565294,0,329.135661133372,0,0,0,0,0,0,0,0,0,0,153.167503982355,213.148198897719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.40626975098,0,0,0,411.880463136699,389.73394926581,0,0,0,0,0,0,0,0,0,0,268.714011516315,0,99.5817566221868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.184017564353,0,0,0,0,0,0,0,154.822727976467,0,0,0,0,0,0,0,0,0,0,0,0,0,327.444529337471,0,0,0,132.244520117698,0,0,0,0,0,0,0,0,0,0,0,0,239.63053328686,0,0,0,0,0,0,0,0,0,0,0,0,189.750047437512,0,0,0,0,197.285353535354,160.627825328713,0,148.610491900728,0,0,0,0,0,0,0,0,0,0,0,360.175917500758,0,0,0,0,0,176.083894193144
"Gene8",25482.5112770835,26649.0945811796,26009.4129303939,25427.3614183084,25521.3914763828,0,34673.5253439449,25116.1985045758,30560.3768906521,19628.5105286581,26330.8352004945,22032.9325131862,22026.6184407584,30848.8039161356,24463.9342564138,19648.9143857565,26373.4076433121,23544.5205479452,27580.3543014745,23192.2819753558,0,24576.4782537873,27085.3665537631,24826.5724989693,0,28317.2295034918,35450.3653830364,23620.9038545314,27856.6094100075,26656.0042649607,26432.7083278238,23523.3663535927,20793.5235981836,0,28765.3402751952,25106.5649528907,26780.4097798766,27157.4399888513,21498.1602758429,21414.6315733952,23532.6198104847,23224.3387614646,22284.919856068,22281.1907020873,23403.4037849479,27229.2040694195,28692.0722052148,26473.9597856058,26380.4841149773,27804.8082427018,24012.382494107,22444.5428559926,28497.1191776901,26342.8844077246,27922.8642171658,22428.1852478983,26324.0919667153,25498.158466333,23202.5723472669,25313.4734692809,22117.3875750521,22928.6562528547,26496.4277852268,18769.9855447019,20974.6814496111,26544.4015444015,24853.2256132003,30952.2898572904,25030.3555941023,27333.4150999597,22372.7946816671,30156.0293957934,27408.3031035873,22681.1103588355,26009.4426891241,23798.4059254488,29978.2401496214,23803.6525043879,26019.9293088643,25702.6081826992,22987.0775347913,23606.5792102284,23240.5941799586,25147.5904992907,19807.6548332741,0,20025.0901677905,24546.6035236253,24008.4644229722,24456.2874044946,28844.134771404,23599.2155942544,24761.3837582598,24164.0432230069,26095.9419934497,32514.3953934741,28976.0863570106,26650.5676160127,32037.422037422,28749.1185684395,31768.9044508787,26841.3294660263,24986.3245751795,25682.400640026,27677.1317461823,33128.819085784,25025.8700506508,27817.6124557347,29247.3175537155,30845.4351007543,25632.9008371969,27833.106195618,27860.8559424624,29791.7839054586,28969.9829092747,26267.7165354331,30318.2411404477,32109.4066693691,32630.4666677181,30974.5804298754,25891.7316798964,24066.5418771903,23984.1359385951,30562.5820498863,33520.0759449666,25342.8465530022,22766.1632319024,31883.2649338805,21906.4224753864,26939.1546679053,0,0,23644.9920905836,24279.6080369864,25401.4776821152,27929.0844117545,25064.288815416,34300.3134682636,26728.1437988545,30044.3837487197,25687.2654071169,24158.975134917,22702.859031565,0,28331.6880552813,29097.777291142,27037.8865245852,22349.3238998909,17736.731854253,25306.5640779033,24047.9723046489,22905.9555484426,25388.512551944,29702.9702970297,36843.9520777984,24282.5030059073,25074.0539863991,28464.8850217526,34596.5509899936,27468.4733029246,28581.3872429418,24906.3499314756,23297.5138297196,24521.6768183447,22807.2837632777,28120.9210045424,30365.9439259085,24343.2035137194,26820.9236180766,27493.3991993868,23014.3975682901,28428.2187476622,28611.0870130997,24063.756015939,23884.08258585,0,31527.174358554,28814.0293422425,22332.702020202,27559.1454599693,23533.8671283272,18873.5324713925,0,30261.7495378029,27158.003006567,23785.1531513089,20517.175871086,29453.6141149687,22341.6005623055,27934.5907545986,34221.9124778581,25428.089967004,30654.1530677577,26577.1913861086,23273.6031769282,25081.9988423693,0,27625.8259318079,25752.8484994743,26901.706057286
"Gene9",0,0,0,120.021260909075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.984264456427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.8055056852184,0,0,0,28.6204922724671,0,0,0,0,0,0,157.747367590803,0,0,183.241276406377,45.9502511947065,228.373070247556,0,0,0,0,0,38.2599380189004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.552022689954,0,0,0,0,0,234.651291420143,172.753840173906,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2316322640379,131.698323041353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.215151984311,0,0,0,203.541624262162,0,0,0,0,0,0,335.507140011323,0,0,233.888949526765,0,0,0,0,0,45.0829526328444,0,0,0,0,133.674202549835,0,0,0,0,0,87.1383757406762,0,152.603802378076,0,0,0,0,0,0,0,0,0,0,172.500043125011,0,0,0,0,0,0,0,247.68415316788,132.772737331268,0,0,0,0,94.8586605957124,33.470562640158,0,0,121.086142700019,0,0,0,0,0,0,293.037767396963,234.778525590859
"Gene10",709.901649042372,616.164036559066,0,0,0,0,0,0,0,0,0,0,310.831049196078,277.08506511499,0,0,975.31847133758,0,0,0,0,509.040560351849,0,430.207754494775,0,0,410.542737498974,0,0,0,0,756.516029575495,226.016560849822,0,539.233915953886,0,0,0,0,527.453979640276,0,0,0,504.032258064516,0,261.819269898265,591.153805552623,542.18173931902,0,486.54836863194,568.004316832808,462.981601513749,0,0,0,0,0,0,0,0,474.819262345301,0,760.471492325242,0,0,0,0,382.599380189004,0,315.385558845689,395.155854117756,0,0,0,0,418.645841719668,0,0,0,337.083386002612,579.854208084824,0,517.472300012176,0,0,0,0,0,482.3476326067,0,324.520377970793,0,0,0,0,0,433.360910845842,0,0,0,269.342131842974,427.939708050021,0,0,720.857440956085,0,0,0,252.935381666179,209.06707836799,0,0,213.62956633198,0,385.143104734853,0,334.63842318375,0,0,431.838256943763,0,506.664039519795,0,0,374.376596114506,0,0,0,0,0,0,0,0,0,0,0,0,326.15195056986,0,450.04500450045,0,0,557.759048091225,0,0,807.511223037337,0,396.733560353093,382.257152031314,0,0,0,0,0,0,588.11229023995,0,0,0,0,0,0,0,0,0,553.438103691328,487.443808560958,421.387011555728,0,0,149.267908756598,0,225.557387004424,0,0,0,0,567.829175855375,453.756313131313,0,0,247.68415316788,0,0,0,0,648.146078716224,0,234.293938481106,802.298951176462,0,0,484.095132501523,303.306035790112,0,600.252963749009,0,294.100347038409,327.512798855429,0
