"Cell1","Cell2","Cell3","Cell4","Cell5","Cell6","Cell7","Cell8","Cell9","Cell10","Cell11","Cell12","Cell13","Cell14","Cell15","Cell16","Cell17","Cell18","Cell19","Cell20","Cell21","Cell22","Cell23","Cell24","Cell25","Cell26","Cell27","Cell28","Cell29","Cell30","Cell31","Cell32","Cell33","Cell34","Cell35","Cell36","Cell37","Cell38","Cell39","Cell40","Cell41","Cell42","Cell43","Cell44","Cell45","Cell46","Cell47","Cell48","Cell49","Cell50","Cell51","Cell52","Cell53","Cell54","Cell55","Cell56","Cell57","Cell58","Cell59","Cell60","Cell61","Cell62","Cell63","Cell64","Cell65","Cell66","Cell67","Cell68","Cell69","Cell70","Cell71","Cell72","Cell73","Cell74","Cell75","Cell76","Cell77","Cell78","Cell79","Cell80","Cell81","Cell82","Cell83","Cell84","Cell85","Cell86","Cell87","Cell88","Cell89","Cell90","Cell91","Cell92","Cell93","Cell94","Cell95","Cell96","Cell97","Cell98","Cell99","Cell100","Cell101","Cell102","Cell103","Cell104","Cell105","Cell106","Cell107","Cell108","Cell109","Cell110","Cell111","Cell112","Cell113","Cell114","Cell115","Cell116","Cell117","Cell118","Cell119","Cell120","Cell121","Cell122","Cell123","Cell124","Cell125","Cell126","Cell127","Cell128","Cell129","Cell130","Cell131","Cell132","Cell133","Cell134","Cell135","Cell136","Cell137","Cell138","Cell139","Cell140","Cell141","Cell142","Cell143","Cell144","Cell145","Cell146","Cell147","Cell148","Cell149","Cell150","Cell151","Cell152","Cell153","Cell154","Cell155","Cell156","Cell157","Cell158","Cell159","Cell160","Cell161","Cell162","Cell163","Cell164","Cell165","Cell166","Cell167","Cell168","Cell169","Cell170","Cell171","Cell172","Cell173","Cell174","Cell175","Cell176","Cell177","Cell178","Cell179","Cell180","Cell181","Cell182","Cell183","Cell184","Cell185","Cell186","Cell187","Cell188","Cell189","Cell190","Cell191","Cell192","Cell193","Cell194","Cell195","Cell196","Cell197","Cell198","Cell199","Cell200"
"Gene1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene2",1197.959032759,0,0,1508.83870857123,1285.96158601929,0,0,0,0,0,0,0,0,0,0,0,1512.73885350318,0,954.704571974117,0,0,0,0,1613.27907935541,0,0,595.286969373512,0,0,0,0,0,0,0,0,772.509690858176,0,0,0,1635.10733688486,1390.68784511555,0,1492.4762839385,948.76660341556,0,0,1076.74443154228,0,0,0,0,0,0,1569.52361819141,0,0,0,1189.91406176221,0,0,0,0,0,0,0,0,0,1740.82717985997,0,1857.27051320239,0,1267.06005864678,1343.54426978369,0,0,0,0,0,0,0,0,799.094359725644,0,0,1478.69645456734,0,0,0,0,0,0,955.365972210583,1281.25764795647,1127.3717348762,0,0,0,0,0,0,1090.83563396404,0,1305.78249898537,1654.3045818813,0,0,0,0,0,1254.40247020794,0,0,676.493626717938,1148.00225098481,0,0,1288.35792925744,1813.48808431653,0,0,0,0,0,0,0,0,0,0,1586.2819386725,0,0,0,1765.04870535343,0,956.626162707863,0,751.427712654043,1087.1731685662,0,0,964.583027532555,0,0,0,0,0,1556.98046240646,0,2171.22062353787,0,0,0,0,0,852.173041255201,0,0,0,0,0,0,0,1093.66058370954,0,1471.92716236722,0,1552.59879763861,1377.61138393219,0,0,0,0,1266.591480871,0,0,1282.72843884404,1229.60898434298,0,1163.98358585859,0,0,0,0,0,0,0,0,0,0,0,0,0,1358.5895654075,0,0,0,1533.74233128834,0,0,0
"Gene3",0,1129.63406702495,0,0,1533.261891023,0,0,0,0,0,803.523139921193,1125.02374238417,0,0,0,1547.52786331734,0,0,0,1012.51313401471,766.820030672801,0,1136.68982145933,645.311631742162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672.503824041352,490.831004158429,0,1185.80307491004,0,0,0,0,0,1399.39485627837,0,553.804208911988,0,0,0,0,0,1656.34735970343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899.167371014441,0,838.708389080816,0,0,0,0,0,0,727.720555306762,0,0,0,0,839.935095924406,1156.49565057071,834.976894173877,0,0,0,0,883.788090021908,1081.08108108108,774.503797380559,0,0,582.308411709693,0,1214.0756900313,0,0,0,0,0,1184.08325272673,0,0,776.589758019133,830.464819584527,1490.81364829396,0,0,0,0,0,0,1350.49660666359,1120.68137427556,0,1783.72868791698,0,0,0,0,0,0,0,0,0,1023.48818651771,0,0,1638.98994992976,0,0,0,0,0,0,643.271652250082,0,0,0,1938.56696321231,0,0,0,757.970533895495,0,0,0,0,562.66918093616,1073.24926214113,0,0,0,0,0,0,1137.36888664223,0,0,0,0,0,1266.591480871,0,1353.4313465315,0,0,0,0,0,0,0,0,0,0,626.935182578879,0,1138.30392714855,0,0,711.444086302523,0,0,0,0,0,0,0,0,469.557051181719
"Gene4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484.579431947853,0,0,0,0,0,0,0,0,0,314.332180782004,0,0,0,319.872051179528,0,0,0,0,0,0,0,0,0,0,0,403.150331879113,0,0,0,317.923399162178,316.689538688905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.396754799634,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene5",0,0,0,0,115.406809001731,0,0,0,0,0,0,0,0,0,0,0,0,148.898153662895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.3025739420049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.493047191503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene6",8814.61214227612,11193.6466641564,0,10338.9743325961,9150.11128513725,11112.9231414393,0,10262.998354456,0,8525.98786686342,0,9745.33553467849,0,0,11152.9298021477,8019.00801900802,9355.09554140128,8933.88921977367,0,14270.7039831885,10218.7104087484,9956.83336048216,9931.68379355876,8747.55767472709,8371.14368854381,6942.64121031556,10427.7855324739,0,0,8529.92136478742,0,10391.3899911502,0,0,10859.0554109334,11284.1594128926,9932.2111356539,11322.8582378149,0,9480.98528403397,8562.2741836526,10121.9529753934,13738.959764475,10199.2409867173,9357.54988469821,0,0,7853.88976670694,0,8929.59358900973,0,7749.90941664318,9718.88649684541,10421.6368247909,9506.42496972764,7723.61346285239,0,0,0,0,10614.5080259772,10352.9125178892,8985.57105405351,8476.0611502913,0,10893.5466078323,10954.5898019616,8627.61602326204,10442.3243712056,0,8123.93947142093,11385.4396698404,10863.5150956795,0,6919.8332512404,0,0,11488.4172964505,7268.8060387004,10049.2984452029,8594.26772697151,9539.18891922488,9451.47936198709,9427.48615623999,0,0,12701.8974439392,10095.7804814911,8573.3401795578,12417.8610234387,9964.68454710318,10777.1985987966,0,0,12242.3244653835,8963.53166986564,0,9796.35530770763,0,10426.9018692129,14436.7382667834,0,0,10739.4199086065,11419.8994593569,0,0,9950.53996312447,0,0,11624.0285514159,0,0,12166.5728756331,13323.5442794213,12241.469816273,10992.8722015862,13121.1196688784,12254.1675209362,0,12230.4364119511,14848.0711581496,12479.2724413218,0,14052.4929470123,13505.3743513714,12454.4304739231,10889.1928864569,13621.0490436424,0,10221.7855724409,12344.4485576786,15552.410290567,11252.9440842081,11255.6227229244,0,12290.0177002972,12248.8176991792,12553.5823637477,12942.6735777026,0,12424.1354382072,0,0,0,11674.696156794,0,0,0,15328.2038951671,13445.8456973294,13523.5161141897,12789.1311360316,11819.6030129329,10476.7156248433,11017.3035704951,0,0,13306.3657653822,13449.1548162061,12112.234227954,10580.173595249,12806.0024162269,12153.3500537442,11456.7526555387,9888.79026784316,14316.4051921792,13565.420333544,9439.53612992759,13371.9444681032,13759.787225381,0,13498.7420838032,11040.0027600007,0,11657.7378706708,0,13218.5350007263,13277.3042929293,0,12010.3873620428,0,12369.9933613631,10095.3585676754,12619.6692776327,14918.4984262647,13052.3210334577,10940.3655220388,14459.2830605482,13828.7164675507,14403.1129308592,13460.7428634855,10868.71652326,10691.5377616015,14240.8411047638,0,0,10293.5121463443,12290.3487149432,0
"Gene7",0,0,0,0,0,0,0,0,0,0,525.380514563857,0,0,0,0,0,0,0,0,362.976406533575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.148198897719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.804905984538,0,259.130760260858,0,0,0,0,0,0,0,0,0,0,0,0,0,490.169380752682,0,0,0,0,401.859034839431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.374320738026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.995630808351,0,0,0,0,0,0,0,0
"Gene8",25482.5112770835,26649.0945811796,26009.4129303939,25427.3614183084,25521.3914763828,24905.0625538755,34673.5253439449,25116.1985045758,30560.3768906521,19628.5105286581,26330.8352004945,22032.9325131862,22026.6184407584,30848.8039161356,24463.9342564138,19648.9143857565,26373.4076433121,23544.5205479452,27580.3543014745,23192.2819753558,22971.2609188504,24576.4782537873,27085.3665537631,0,22562.0940271131,28317.2295034918,0,23620.9038545314,0,26656.0042649607,26432.7083278238,23523.3663535927,20793.5235981836,27682.2644142124,28765.3402751952,25106.5649528907,26780.4097798766,27157.4399888513,0,21414.6315733952,23532.6198104847,23224.3387614646,22284.919856068,22281.1907020873,23403.4037849479,27229.2040694195,28692.0722052148,26473.9597856058,26380.4841149773,27804.8082427018,24012.382494107,22444.5428559926,28497.1191776901,26342.8844077246,27922.8642171658,22428.1852478983,26324.0919667153,0,23202.5723472669,25313.4734692809,22117.3875750521,22928.6562528547,26496.4277852268,18769.9855447019,20974.6814496111,26544.4015444015,24853.2256132003,30952.2898572904,25030.3555941023,27333.4150999597,22372.7946816671,30156.0293957934,0,22681.1103588355,0,23798.4059254488,0,23803.6525043879,26019.9293088643,25702.6081826992,22987.0775347913,23606.5792102284,23240.5941799586,25147.5904992907,19807.6548332741,0,20025.0901677905,24546.6035236253,24008.4644229722,24456.2874044946,28844.134771404,23599.2155942544,24761.3837582598,24164.0432230069,26095.9419934497,32514.3953934741,0,26650.5676160127,0,28749.1185684395,31768.9044508787,0,24986.3245751795,25682.400640026,27677.1317461823,33128.819085784,25025.8700506508,27817.6124557347,29247.3175537155,30845.4351007543,0,0,27860.8559424624,0,28969.9829092747,26267.7165354331,0,32109.4066693691,32630.4666677181,30974.5804298754,25891.7316798964,24066.5418771903,23984.1359385951,30562.5820498863,33520.0759449666,25342.8465530022,0,31883.2649338805,21906.4224753864,26939.1546679053,29829.2188381864,25770.994105419,23644.9920905836,24279.6080369864,25401.4776821152,27929.0844117545,25064.288815416,34300.3134682636,26728.1437988545,0,25687.2654071169,24158.975134917,22702.859031565,25618.6362714983,28331.6880552813,29097.777291142,27037.8865245852,22349.3238998909,17736.731854253,25306.5640779033,24047.9723046489,22905.9555484426,25388.512551944,29702.9702970297,36843.9520777984,24282.5030059073,0,28464.8850217526,34596.5509899936,27468.4733029246,28581.3872429418,24906.3499314756,23297.5138297196,24521.6768183447,22807.2837632777,28120.9210045424,30365.9439259085,0,26820.9236180766,27493.3991993868,23014.3975682901,28428.2187476622,28611.0870130997,24063.756015939,23884.08258585,30125.2546593224,0,28814.0293422425,22332.702020202,0,23533.8671283272,18873.5324713925,25979.1989378181,30261.7495378029,27158.003006567,23785.1531513089,20517.175871086,29453.6141149687,0,27934.5907545986,0,25428.089967004,30654.1530677577,26577.1913861086,23273.6031769282,25081.9988423693,0,27625.8259318079,0,0
"Gene9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.778037138975,0,0,0,143.982261385397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.338636943759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.116807018667,0,0,0,0,0,103.215151984311,0,0,83.2570144034635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.622203935064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene10",709.901649042372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.451461048281,0,386.148308532499,0,0,0,0,0,0,0,0,0,0,620.766715868177,0,0,0,0,0,676.716628511367,0,0,0,0,0,0,0,0,0,0,0,0,216.876615278958,0,0,0,0,615.167142221408,0,0,760.471492325242,0,0,0,0,0,0,0,395.155854117756,0,0,624.967449611999,0,0,0,0,0,0,0,0,517.472300012176,0,0,0,0,0,0,0,0,469.302582840286,0,0,420.337320699862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716.35740993116,0,0,0,0,0,0,283.880328670336,0,0,0,0,0,0,0,639.833345733204,0,0,0,0,0,666.056115227708,625.163560233782,0,780.626582937238,0,0,0,0,0,218.557186328407,0,0,0,0,0,0,382.257152031314,0,0,0,0,0,0,588.11229023995,0,0,0,0,174.276751481352,0,0,0,182.094081942337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.293938481106,0,0,0,0,0,0,0,0,0,0,0
