"Cell1","Cell2","Cell3","Cell4","Cell5","Cell6","Cell7","Cell8","Cell9","Cell10","Cell11","Cell12","Cell13","Cell14","Cell15","Cell16","Cell17","Cell18","Cell19","Cell20","Cell21","Cell22","Cell23","Cell24","Cell25","Cell26","Cell27","Cell28","Cell29","Cell30","Cell31","Cell32","Cell33","Cell34","Cell35","Cell36","Cell37","Cell38","Cell39","Cell40","Cell41","Cell42","Cell43","Cell44","Cell45","Cell46","Cell47","Cell48","Cell49","Cell50","Cell51","Cell52","Cell53","Cell54","Cell55","Cell56","Cell57","Cell58","Cell59","Cell60","Cell61","Cell62","Cell63","Cell64","Cell65","Cell66","Cell67","Cell68","Cell69","Cell70","Cell71","Cell72","Cell73","Cell74","Cell75","Cell76","Cell77","Cell78","Cell79","Cell80","Cell81","Cell82","Cell83","Cell84","Cell85","Cell86","Cell87","Cell88","Cell89","Cell90","Cell91","Cell92","Cell93","Cell94","Cell95","Cell96","Cell97","Cell98","Cell99","Cell100","Cell101","Cell102","Cell103","Cell104","Cell105","Cell106","Cell107","Cell108","Cell109","Cell110","Cell111","Cell112","Cell113","Cell114","Cell115","Cell116","Cell117","Cell118","Cell119","Cell120","Cell121","Cell122","Cell123","Cell124","Cell125","Cell126","Cell127","Cell128","Cell129","Cell130","Cell131","Cell132","Cell133","Cell134","Cell135","Cell136","Cell137","Cell138","Cell139","Cell140","Cell141","Cell142","Cell143","Cell144","Cell145","Cell146","Cell147","Cell148","Cell149","Cell150","Cell151","Cell152","Cell153","Cell154","Cell155","Cell156","Cell157","Cell158","Cell159","Cell160","Cell161","Cell162","Cell163","Cell164","Cell165","Cell166","Cell167","Cell168","Cell169","Cell170","Cell171","Cell172","Cell173","Cell174","Cell175","Cell176","Cell177","Cell178","Cell179","Cell180","Cell181","Cell182","Cell183","Cell184","Cell185","Cell186","Cell187","Cell188","Cell189","Cell190","Cell191","Cell192","Cell193","Cell194","Cell195","Cell196","Cell197","Cell198","Cell199","Cell200"
"Gene1",0,1083.35204978135,874.501820684118,0,0,0,0,0,0,0,0,738.425185221651,648.119961112802,0,0,0,0,0,0,0,843.881856540084,0,0,0,946.996072751581,0,0,0,0,0,1137.04598009531,0,0,0,0,0,1037.8425267593,0,0,862.399386738214,0,0,0,0,0,0,0,400.048701581062,0,1068.21865330779,0,0,1339.57243783833,729.342447730458,0,707.053189076695,0,0,0,0,0,0,0,0,0,728.779103218135,0,0,0,572.790598843333,808.443745789355,609.795237178253,0,0,0,0,678.343871889914,0,0,0,892.49757828401,0,0,890.286143530819,0,0,0,795.746373928455,0,0,593.428860906065,0,0,0,0,0,0,0,0,0,0,1368.71855946816,0,0,0,0,0,0,0,1867.08676118793,0,0,0,0,0,0,0,0,0,1482.87132308437,0,0,0,1352.47231939986,0,0,2226.68635186485,0,690.389774341171,0,0,1562.56369145481,1296.91934665338,0,0,0,0,0,0,0,1145.24175582818,0,1787.82256704335,0,0,0,0,0,0,0,938.461271093655,0,0,1367.7894698448,0,0,0,1686.4083517366,0,0,0,0,0,0,0,0,1473.77546597313,1231.57236866292,1415.87168952951,1874.32179145704,0,0,0,0,0,0,0,0,0,0,0,1386.32162661738,0,0,0,0,0,0,1311.87480966102,0,0,0,0,0,0,0,0,1910.17972420909,1244.68583806152,0
"Gene2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene3",0,10397.5373558283,9261.11764199903,8567.70962054932,9035.27165481853,0,13312.3803330805,0,0,10303.1169202385,0,0,10949.299343042,0,0,11355.0340651022,9042.23412054831,0,13857.0851293103,12771.6624329664,8728.9029535865,10110.0876207594,10101.4379195697,10034.0605725858,11363.952873019,0,11108.0958842153,9408.08565333192,12053.6484388477,10791.6110495238,12098.6802601152,0,0,11834.2218627758,11501.0534214552,9553.10630535932,0,0,10812.0710507526,11354.9252587198,8969.93012483316,12123.2474183528,0,11147.1478019133,0,11309.8758131283,12094.9529083092,10366.4793974919,11254.6248089151,11971.4159422425,11873.9680792515,7525.16913365577,11120.2862647949,13228.2698853073,0,10125.5352926266,11445.2828826227,10563.5628369971,10561.6460845297,0,8732.25815627044,14429.512516469,0,10617.0387534174,0,10471.4050093974,11276.0442963412,10332.7735700332,11541.2637435422,10217.8451987214,9072.53536941388,0,0,0,9816.83028050468,7890.01984508034,0,0,7806.83655830034,13229.1939160656,9523.60220729889,13083.5052334021,10101.8736197193,0,13678.6391060966,12784.4178840195,9818.96287204664,0,10667.1230141753,10458.1778311932,8973.80228687219,11568.498089817,11315.727035462,12017.8241886843,0,11627.756914063,10288.1536819637,9137.86253476361,0,0,11100.9403345261,13918.2679488775,0,11924.9144189896,0,12984.8125442839,9206.3913601558,11639.6691008356,0,11800.5717953206,11478.2377919321,8867.22309817593,0,12189.7730180197,11196.949649295,10178.8844696613,0,9705.78576728007,14254.9923195084,11666.2631642658,11705.8180608576,9306.05832934909,11284.1493994985,0,9455.3022077452,9775.05594158521,9511.82322046615,0,8777.81284519489,0,0,11100.9959645094,0,0,9937.02153335596,12608.7688766631,12158.0164956749,11944.5034058237,0,8087.93306903913,9460.0106680054,12045.1094467098,0,0,0,9629.4467341551,10994.4428633484,0,9517.23560910308,10399.5536406187,0,11496.9080958135,7783.67531879086,9100.35927270075,0,12741.8807287541,14616.4840400191,12146.1553904838,11824.9788327139,11275.1028308735,0,11667.5493181517,10191.4130182681,12981.4656613305,11103.2169588421,0,15214.5643693108,9429.80037498621,11002.0193579834,11127.5525303344,9005.60148412312,10522.7993986972,12185.0116644495,11258.311505138,0,11576.0477470978,0,0,13034.5264491606,11573.6771715648,12522.3613595707,0,9970.95239076245,10241.7660868491,8983.72724456512,12260.5061893874,11082.6181892043,10308.7682259022,0,10188.6298629676,0,13567.8969759687,11450.790686282,12548.5804624201,11078.8843546592,11275.4913586967,12117.1643927106,11293.763332915,11428.4790585649,11918.1957304726
"Gene4",0,0,0,0,767.145706541196,0,0,771.681768395898,1252.27686703097,0,0,0,0,0,0,0,0,0,0,0,698.839662447257,0,0,0,0,0,0,887.805265877801,0,0,0,656.665151285548,0,0,923.547577130653,0,836.470096194061,0,0,0,0,0,0,1008.42168379167,0,757.687758722649,0,0,0,0,0,0,0,1043.96075851615,0,0,0,0,547.235548421226,0,0,0,0,0,0,0,0,582.610781726584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885.199750402693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854.778575975266,0,0,0,0,898.220400830854,0,0,0,0,0,0,0,0,580.318282257884,0,0,0,0,0,0,1279.40862890042,0,0,0,0,0,0,0,0,0,860.585197934595,709.44240555548,0,0,1170.22429298949,0,0,789.174384327925,0,0,939.535660597962,0,0,0,0,0,0,0,0,845.665961945032,0,0,0,0,0,0,0,0,0,0,0,0,1235.09650220671,0,0,0,0,581.931041171621,0
"Gene5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.83229918892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.682336166832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.9330766089037,0,0,0,0,227.638112310954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.691385025459,0,0,0,0,0,0,0,0,0,0,345.141351071507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.267453008986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.315695620863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.273820194346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.206705724135
"Gene7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.2781502993878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9162016354671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.183135704875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.392781316348,0,0,0,0,0,0,0,0,0,0,0,0,775.417463122588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.438876860924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.795445518337,0,0,0,0,0,0,0,0,0,0,192.800817475466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene8",0,0,0,0,0,0,0,0,0,0,0,0,451.719972896802,0,0,0,355.468663215658,0,0,0,0,0,0,0,0,0,0,1033.56433938013,0,0,0,0,0,0,0,0,0,399.949480065676,0,0,0,0,752.325852459364,0,0,739.207569485512,0,0,0,0,0,979.002586320265,0,0,0,1053.90947051055,0,0,0,0,0,832.674571805007,0,0,655.141037306642,517.816731233938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805.424643817277,0,0,0,500.969266624556,0,664.825611128158,0,0,611.466042549603,0,0,0,435.102249028522,0,0,0,0,371.174581964627,0,649.080469335109,0,0,0,0,0,0,0,0,0,0,0,506.012620550065,0,0,0,751.007032156756,741.920967173038,0,0,1092.96542110849,0,0,0,814.332247557003,0,0,0,0,0,1145.7670273711,0,977.388493130087,0,0,0,0,1273.56579125099,0,0,0,0,0,0,0,835.691629788608,0,1009.34976625584,0,0,0,1066.17385741702,0,0,0,0,0,682.59385665529,0,0,0,0,682.156159187961,0,908.745435619516,0,635.746279439387,772.030440057351,0,0,0,0,0,0,1271.45581691036,0,0,0,0,0,0,0,0,0,0,0,0,0,714.50324454752,916.041950982408,0,0,0,625.782227784731,0,0,681.505308926357,0,0,0
"Gene9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.8123466938916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.589433131535,0,0,0,0,0,0,0,0,0,0,0,0,85.8190199467922,0,0,134.639334881686,0,0,0,0,0,0,0,0,0,24.2265668532112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1626388061154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1221230784979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.9108247124776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.8324032709341
